,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1002,30,1990,3.8,109.9,80.1,158.3,358.2,554.7,814.1,916.6,440.6,115.0,0.4,13.7
1003,30,1991,41.5,24.2,45.8,102.7,283.7,691.4,592.6,500.9,689.5,67.8,1.7,30.4
1004,30,1992,10.0,46.7,26.0,84.0,253.4,328.1,736.3,458.0,276.4,125.5,5.0,9.5
1005,30,1993,37.6,35.2,58.8,136.9,320.5,449.6,723.9,521.6,352.2,228.8,28.4,2.4
1006,30,1994,49.6,55.0,114.1,126.6,243.3,388.0,357.3,396.1,302.1,84.3,8.5,2.2
1007,30,1995,17.9,41.1,50.6,84.2,349.6,859.0,775.3,539.2,638.5,99.7,88.6,14.0
1008,30,1996,30.9,34.2,59.5,85.0,401.7,334.6,863.6,545.1,337.9,107.3,0.4,0.0
1009,30,1997,18.9,31.3,76.4,119.5,166.9,613.3,488.1,479.0,443.9,41.3,16.3,56.5
1010,30,1998,13.6,37.0,125.1,154.1,254.2,653.0,854.6,860.4,478.9,209.1,13.1,2.1
1011,30,1999,8.7,6.2,17.9,156.0,335.4,550.5,831.7,751.6,404.1,246.0,10.7,4.5
1012,30,2000,10.7,36.2,55.1,185.1,326.5,649.6,574.3,498.1,465.8,82.9,22.6,1.2
1013,30,2001,4.0,20.5,50.2,134.8,347.2,472.2,399.0,424.5,434.9,282.8,36.6,5.9
1014,30,2002,30.1,10.0,95.6,237.1,181.7,407.2,743.3,406.6,340.1,75.7,8.7,10.8
1015,30,2003,17.0,79.2,90.1,171.4,211.7,516.6,703.0,354.0,321.4,223.0,16.4,19.2
1016,30,2004,19.9,11.5,40.5,163.5,287.5,489.5,739.5,356.4,394.7,198.4,9.0,4.4
1017,30,2005,19.5,21.0,132.1,155.5,254.0,446.5,704.3,564.5,229.9,271.1,8.8,0.5
1018,30,2006,0.7,17.0,39.8,119.3,270.5,446.2,470.2,295.0,456.8,118.4,20.3,7.9
1019,30,2007,3.1,81.1,46.6,160.1,215.1,485.1,686.3,412.4,458.6,79.5,8.8,2.0
1020,30,2008,33.2,22.1,79.8,141.8,171.4,526.5,657.7,636.3,296.7,97.9,16.9,9.5
1021,30,2009,6.0,40.3,55.0,115.2,308.7,350.6,456.1,568.4,174.6,235.1,9.1,5.6
1022,30,2010,5.6,19.6,77.6,176.6,335.9,558.1,593.4,461.3,308.1,66.2,7.9,2.2
1023,30,2011,8.5,19.9,71.2,135.0,247.8,419.8,612.3,470.3,356.3,46.7,26.7,4.3
1024,30,2012,15.3,13.9,45.5,159.8,202.4,604.2,684.5,332.7,434.7,119.4,12.5,7.4
1025,30,2013,3.0,23.6,32.1,114.7,296.5,404.9,588.4,416.3,308.0,199.8,16.1,2.7
1026,30,2014,0.2,26.6,37.7,47.9,308.6,543.2,384.6,563.3,371.5,31.2,5.3,2.4
1027,30,2015,15.7,15.0,64.8,149.0,304.6,508.2,393.3,626.6,354.9,53.6,23.8,9.0
1028,30,2016,20.7,7.1,98.9,101.4,233.7,570.8,732.1,209.9,494.3,155.6,0.0,0.3
1029,30,2017,3.0,5.1,84.6,146.8,226.8,400.6,478.6,777.9,390.1,166.5,3.8,1.0
1030,36,1901,37.1,58.4,3.9,64.1,121.7,198.0,280.8,275.7,313.5,51.1,83.4,0.0
1031,36,1902,0.0,1.2,44.2,103.8,161.6,140.9,347.8,264.8,230.5,32.5,10.4,9.9
1032,36,1903,17.5,24.6,37.3,30.6,78.5,201.7,179.6,277.6,300.7,198.0,8.2,0.0
1033,36,1904,0.1,23.9,35.6,17.5,160.2,286.7,435.3,241.7,142.8,35.1,4.1,0.1
1034,36,1905,30.9,49.6,84.7,84.9,156.8,70.9,525.5,263.6,287.6,107.3,0.0,5.2
1035,36,1906,46.8,123.6,53.3,1.1,81.3,172.0,307.1,264.6,193.2,140.0,12.5,0.0
1036,36,1907,0.7,24.2,94.9,39.7,92.3,347.6,217.5,249.9,232.3,13.3,0.0,24.7
1037,36,1908,27.0,5.1,1.9,5.2,109.9,380.4,383.5,290.4,174.9,21.3,0.2,0.0
1038,36,1909,5.6,6.4,0.6,145.2,97.2,335.0,232.4,504.3,273.0,75.3,1.3,21.4
1039,36,1910,23.0,10.8,9.4,48.4,101.7,241.8,319.4,250.9,209.6,170.7,0.2,0.0
1040,36,1911,1.2,2.9,42.8,35.3,110.4,276.6,168.4,261.5,260.2,93.3,12.3,0.0
1041,36,1912,1.8,23.6,71.6,48.9,109.3,199.4,325.3,255.0,134.3,99.5,78.7,0.0
1042,36,1913,4.1,110.7,35.1,12.8,157.0,512.0,367.7,290.3,186.2,122.6,18.5,9.8
1043,36,1914,0.0,31.0,21.8,56.4,230.9,192.8,400.8,218.8,186.4,28.5,0.0,16.4
1044,36,1915,6.1,9.1,79.5,26.5,122.5,224.5,228.5,236.7,229.3,88.3,59.0,0.3
1045,36,1916,0.6,2.1,0.5,58.3,42.3,378.5,148.9,320.5,283.8,286.7,78.2,0.1
1046,36,1917,0.4,33.6,19.7,29.4,171.4,366.8,321.8,259.9,204.7,358.3,9.7,0.0
1047,36,1918,1.3,0.0,22.9,81.1,177.8,374.6,194.2,366.8,169.2,4.1,0.3,3.0
1048,36,1919,41.9,19.3,10.5,61.8,125.3,306.0,299.0,385.9,148.9,48.0,35.7,0.0
1049,36,1920,0.4,36.7,152.5,14.6,77.0,127.8,380.3,294.4,171.2,106.1,2.5,0.0
1050,36,1921,36.5,10.1,13.2,57.4,53.3,238.4,279.6,382.1,177.7,51.9,0.0,0.0
1051,36,1922,7.4,3.1,1.2,22.0,72.3,553.0,269.7,400.8,244.3,75.8,4.7,1.4
1052,36,1923,0.1,92.2,8.2,22.1,71.5,154.3,330.8,405.6,110.1,72.2,16.9,1.2
1053,36,1924,8.2,5.3,0.3,38.5,64.9,181.2,308.0,260.7,254.8,82.1,62.5,0.0
1054,36,1925,10.7,14.8,28.4,78.9,106.2,171.8,305.7,211.2,158.4,184.5,3.1,0.0
1055,36,1926,26.4,9.5,111.3,25.6,85.5,103.7,579.3,431.3,243.7,78.9,0.9,9.1
1056,36,1927,31.6,37.4,9.1,22.3,96.7,227.7,317.4,224.6,161.6,58.6,3.7,0.0
1057,36,1928,12.8,3.2,1.6,51.3,110.9,427.0,428.1,325.1,113.3,149.9,1.7,0.1
1058,36,1929,42.8,13.2,38.8,41.8,52.5,208.1,398.6,297.3,168.3,264.6,0.0,31.4
1059,36,1930,1.8,12.1,19.9,18.6,86.3,186.9,410.7,307.3,200.1,41.1,95.1,1.1
1060,36,1931,2.2,74.6,27.1,22.7,111.5,157.2,368.5,286.7,197.0,168.3,59.0,0.9
1061,36,1932,0.0,12.9,5.1,31.9,196.6,151.1,297.5,259.6,177.7,64.2,110.2,0.0
1062,36,1933,16.3,53.3,3.7,75.6,171.6,326.3,384.9,420.8,266.9,144.8,2.1,0.8
1063,36,1934,5.5,19.6,0.6,39.9,58.6,200.0,209.0,269.6,197.1,85.0,14.9,17.8
1064,36,1935,12.1,26.3,30.8,34.6,33.6,163.4,233.1,298.9,171.1,9.6,0.0,1.6
1065,36,1936,9.8,12.6,20.3,16.4,223.8,299.9,331.4,251.4,253.9,74.7,4.0,7.5
1066,36,1937,0.0,112.8,8.6,16.8,130.3,300.8,265.6,280.4,295.7,109.2,1.9,0.4
1067,36,1938,15.7,33.1,2.8,8.9,234.9,233.7,244.6,310.2,160.8,78.9,14.2,0.0
1068,36,1939,2.4,23.1,10.9,20.2,70.2,250.5,420.2,450.9,207.5,220.6,21.2,0.8
1069,36,1940,0.1,30.3,103.9,18.3,98.9,218.1,236.2,384.3,199.6,58.9,7.3,2.8
1070,36,1941,29.3,0.4,0.7,27.6,87.5,376.1,404.3,396.5,184.4,219.6,74.3,0.4
1071,36,1942,1.2,16.7,14.7,52.0,64.2,144.5,374.9,406.9,384.1,142.6,13.9,0.0
1072,36,1943,39.4,25.7,16.9,85.4,53.6,209.5,418.5,320.5,186.8,90.0,0.0,0.0
1073,36,1944,60.0,24.4,40.2,44.8,36.1,147.5,349.8,477.4,147.0,79.1,0.1,0.0
1074,36,1945,18.0,13.6,5.1,75.7,110.2,196.2,196.3,213.2,198.6,244.2,0.1,0.3
1075,36,1946,0.0,4.2,11.3,131.5,117.6,247.4,297.4,374.2,305.3,196.8,28.3,0.2
1076,36,1947,3.4,13.1,43.3,18.4,104.0,172.7,348.9,292.0,237.4,95.9,0.5,33.5
1077,36,1948,13.2,44.9,48.4,52.6,135.9,200.4,268.4,323.6,214.3,116.7,113.6,0.0
1078,36,1949,6.8,3.0,33.5,114.7,188.9,214.5,325.0,285.5,209.8,110.5,1.3,0.0
1079,36,1950,0.0,6.5,25.9,14.1,101.2,371.1,338.8,373.3,176.4,93.3,115.2,0.0
1080,36,1951,0.0,0.4,62.1,13.1,67.4,180.7,253.5,260.3,200.1,140.0,36.0,0.4
1081,36,1952,0.3,1.1,23.3,99.7,77.0,167.4,431.0,244.7,189.1,159.6,2.5,0.0
1082,36,1953,25.8,14.1,4.8,13.6,61.9,311.1,358.3,343.1,278.5,56.0,38.6,0.0
1083,36,1954,12.3,5.9,0.3,11.6,88.6,211.1,201.7,215.1,247.1,56.8,1.5,28.0
1084,36,1955,2.9,2.3,11.4,24.3,48.0,174.7,338.8,251.9,188.1,151.9,73.9,0.1
1085,36,1956,4.5,33.9,50.7,25.6,141.6,343.3,253.9,295.4,391.1,157.6,12.7,3.9
1086,36,1957,50.2,26.6,8.7,6.0,16.4,231.8,312.1,201.1,239.4,38.2,0.1,0.0
1087,36,1958,12.7,25.6,13.3,37.9,58.3,95.2,280.1,215.1,294.7,109.3,8.9,0.0
1088,36,1959,33.5,12.7,17.3,28.2,91.4,208.5,273.3,328.5,487.3,331.2,0.3,0.4
1089,36,1960,0.6,1.4,30.9,0.9,122.3,117.5,336.5,317.4,246.3,71.1,0.6,0.0
1090,36,1961,11.1,75.8,6.8,13.6,91.2,275.0,171.4,252.8,290.9,101.0,0.8,0.1
1091,36,1962,8.8,13.1,6.0,54.5,80.3,185.6,241.1,209.3,233.6,141.0,0.0,0.1
1092,36,1963,0.4,2.4,5.7,61.6,103.6,258.8,277.6,167.1,270.9,131.5,9.5,0.5
1093,36,1964,2.7,11.1,18.0,58.3,84.7,136.2,404.2,211.3,219.9,124.0,8.0,0.0
1094,36,1965,0.3,33.9,46.5,32.8,45.3,227.6,289.6,287.0,220.3,80.1,0.3,0.2
1095,36,1966,33.1,4.4,5.1,18.3,43.4,296.0,168.7,236.6,187.2,84.9,34.7,6.3
1096,36,1967,52.5,3.3,44.9,65.3,53.0,131.6,247.8,368.8,326.2,52.3,1.3,1.4
1097,36,1968,5.7,7.6,7.7,12.6,35.5,368.8,418.2,472.2,115.2,115.9,37.8,0.6
1098,36,1969,4.7,5.1,20.9,80.2,89.0,139.8,276.2,418.0,300.9,45.9,23.2,0.2
1099,36,1970,10.8,15.1,30.8,16.8,63.5,323.2,285.0,219.8,472.6,195.0,15.8,0.0
1100,36,1971,30.6,14.2,4.8,174.2,122.1,260.3,472.5,573.4,252.8,163.5,31.4,0.0
1101,36,1972,2.8,43.1,4.1,16.4,25.1,125.9,288.3,543.2,222.5,59.7,2.1,0.0
1102,36,1973,1.3,8.9,67.6,26.0,134.2,204.2,304.9,335.0,401.6,206.6,20.9,23.9
1103,36,1974,3.6,0.0,83.1,29.8,94.5,96.4,438.5,317.1,262.7,140.3,4.6,0.0
1104,36,1975,9.9,18.7,10.6,38.1,65.8,156.6,364.9,331.1,286.3,141.6,42.6,0.0
1105,36,1976,0.0,32.8,20.7,47.5,133.1,148.9,296.6,279.6,197.5,52.1,31.2,0.6
1106,36,1977,11.7,24.2,7.3,89.9,176.4,409.4,450.9,329.4,171.3,86.6,48.0,35.5
1107,36,1978,1.4,21.2,50.5,49.8,116.3,253.0,274.1,349.1,591.8,148.8,10.3,6.4
1108,36,1979,16.0,27.3,8.4,28.0,22.3,282.9,296.4,229.6,167.0,48.0,11.5,20.4
1109,36,1980,15.5,22.6,60.9,21.8,109.9,303.6,403.2,243.3,181.0,158.6,0.0,0.4
1110,36,1981,13.7,63.9,64.8,110.8,250.9,321.4,417.7,327.7,250.0,11.6,3.8,72.8
1111,36,1982,2.4,35.8,87.2,70.9,37.1,196.0,224.5,308.9,101.1,29.2,17.9,0.0
1112,36,1983,9.1,39.2,47.0,44.2,132.5,188.9,207.6,365.4,247.4,167.6,1.1,13.6
1113,36,1984,19.1,2.6,0.6,46.6,82.6,597.1,332.7,442.2,196.4,111.8,0.0,0.0
1114,36,1985,10.9,22.0,8.8,24.1,99.6,280.4,286.3,340.6,201.8,137.2,1.8,0.0
1115,36,1986,9.6,6.3,7.1,48.5,146.1,227.9,313.4,181.2,522.2,201.5,106.4,20.6
1116,36,1987,1.8,7.1,18.9,76.6,91.7,146.9,427.4,473.0,262.6,34.1,43.7,7.7
1117,36,1988,1.7,22.9,53.5,45.3,109.3,508.8,299.9,292.6,207.1,100.4,39.5,0.5
1118,36,1989,0.4,4.9,6.1,5.4,173.6,318.2,414.5,291.4,284.2,105.5,3.7,18.3
1119,36,1990,2.2,62.2,119.0,79.3,147.6,268.2,520.2,236.3,300.7,174.2,47.9,3.5
1120,36,1991,27.8,11.4,41.7,34.5,66.1,257.4,381.2,331.3,249.2,125.6,15.6,67.5
1121,36,1992,14.0,49.5,0.1,25.0,127.0,239.9,407.6,254.1,226.6,66.2,4.4,0.2
1122,36,1993,0.3,3.8,40.8,78.6,116.2,328.5,280.0,357.7,421.4,94.2,38.2,0.0
1123,36,1994,23.8,48.8,7.3,63.7,98.0,310.1,426.1,294.4,166.1,82.9,9.6,0.0
1124,36,1995,20.2,30.1,8.7,10.1,202.9,185.4,401.1,413.0,411.5,86.4,160.5,6.2
1125,36,1996,11.0,13.2,10.4,39.2,67.5,336.0,251.3,472.0,143.5,155.9,4.1,0.0
1126,36,1997,18.7,23.6,44.2,101.8,98.2,219.6,437.3,387.3,244.0,27.8,30.5,24.9
1127,36,1998,52.9,31.0,128.8,53.0,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0.0
1128,36,1999,0.1,0.7,1.6,10.5,217.9,268.8,405.2,375.4,467.8,195.3,13.7,0.0
1129,36,2000,9.5,57.9,3.8,54.0,215.0,205.6,341.5,178.4,428.4,76.2,1.6,0.1
1130,36,2001,0.3,1.9,32.8,49.4,175.8,384.2,269.3,248.7,205.9,163.6,8.8,0.0
1131,36,2002,26.3,1.5,26.6,77.4,114.1,347.7,281.6,289.3,326.4,71.5,50.9,0.1
1132,36,2003,0.5,11.7,70.0,36.3,81.9,280.5,253.4,239.3,155.0,341.5,8.9,17.7
1133,36,2004,3.3,1.6,14.9,62.8,72.9,287.5,250.7,389.9,264.3,220.7,0.0,0.8
1134,36,2005,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0.0,4.9
1135,36,2006,0.8,3.0,10.6,60.5,120.8,221.0,486.6,320.3,380.9,49.7,5.9,0.3
1136,36,2007,3.9,56.2,39.3,38.7,98.7,226.3,610.1,328.0,459.9,55.8,24.6,0.0
1137,36,2008,49.4,12.4,11.5,42.8,94.4,414.5,338.4,252.2,267.3,72.3,0.0,0.2
1138,36,2009,2.4,1.4,17.9,2.6,229.0,69.7,277.6,332.7,294.6,77.3,9.4,0.3
1139,36,2010,0.2,10.3,8.0,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7
1140,36,2011,2.5,2.7,40.5,75.0,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4
1141,36,2012,40.7,15.3,4.4,57.7,44.2,146.6,315.0,261.4,246.9,64.2,47.0,24.6
1142,36,2013,2.5,10.0,4.8,45.6,195.9,233.4,263.2,401.4,254.0,353.2,0.0,0.0
1143,36,2014,0.9,42.2,19.9,1.9,124.4,193.6,298.7,292.6,229.5,56.9,0.1,0.6
1144,36,2015,12.9,5.5,19.3,88.7,57.6,247.2,633.1,260.6,164.0,32.7,2.3,6.3
1145,36,2016,9.9,37.9,14.7,5.8,111.9,172.7,334.7,416.7,233.7,69.8,19.2,0.0
1146,36,2017,1.4,0.0,35.2,25.8,106.3,193.7,489.3,264.5,191.4,225.2,21.9,14.0
1147,26,1901,39.5,65.1,16.1,51.6,79.0,78.2,288.4,307.7,185.3,76.6,96.7,0.0
1148,26,1902,3.4,0.2,14.2,101.1,56.7,108.3,437.4,349.1,202.7,33.2,13.0,29.6
1149,26,1903,19.7,18.9,10.5,34.6,73.3,154.3,410.4,295.2,265.6,228.5,46.2,11.0
1150,26,1904,0.2,12.2,20.6,10.1,100.2,342.9,336.7,350.4,227.8,111.8,0.0,1.9
1151,26,1905,24.3,17.2,66.3,56.9,107.5,92.0,330.1,281.4,344.1,36.4,0.7,0.4
1152,26,1906,19.8,88.3,40.9,5.0,46.3,219.0,348.8,261.8,251.7,86.2,13.0,27.4
1153,26,1907,0.1,16.9,57.4,105.1,39.8,226.3,203.9,531.8,204.8,15.9,14.0,31.2
1154,26,1908,36.2,0.6,12.2,9.9,59.3,218.7,327.2,507.3,213.9,45.3,0.0,0.0
1155,26,1909,5.7,11.9,4.8,148.4,53.1,288.2,452.7,234.3,234.0,42.3,1.8,58.1
1156,26,1910,10.6,0.6,2.1,52.7,60.6,258.8,381.8,368.7,237.9,216.2,8.5,0.0
1157,26,1911,0.0,2.7,26.2,18.6,56.6,351.6,172.2,406.2,270.0,92.3,15.0,5.9
1158,26,1912,1.0,62.5,10.4,49.3,39.6,113.0,388.4,405.6,216.4,64.5,46.5,0.0
1159,26,1913,1.2,56.3,9.6,12.3,87.1,230.0,448.0,356.4,166.3,149.7,25.7,1.7
1160,26,1914,0.0,20.2,12.7,64.6,175.0,255.8,397.7,309.7,342.2,12.9,1.0,6.8
1161,26,1915,15.4,21.4,37.3,25.2,74.5,165.1,239.4,313.0,270.8,149.2,125.6,0.0
1162,26,1916,0.0,4.9,0.8,33.8,45.5,339.6,250.7,334.7,197.6,216.1,55.8,0.0
1163,26,1917,0.0,68.5,24.0,26.0,95.1,336.3,319.0,319.4,280.6,364.4,16.4,0.3
1164,26,1918,10.8,0.3,19.3,28.5,127.7,363.3,216.5,324.8,190.1,7.5,5.1,3.6
1165,26,1919,59.8,56.6,29.5,30.2,72.0,332.3,354.7,492.2,138.3,89.8,99.7,2.8
1166,26,1920,3.3,18.2,50.7,26.9,51.2,173.2,561.4,303.9,167.2,44.9,1.6,0.0
1167,26,1921,48.7,1.1,1.7,26.4,19.5,210.2,321.9,289.1,338.2,62.9,4.4,0.0
1168,26,1922,20.0,0.2,1.9,13.9,46.6,247.0,431.8,295.4,328.8,50.9,30.0,0.1
1169,26,1923,0.2,66.3,9.6,17.1,34.4,106.7,288.7,333.0,210.5,112.6,74.8,4.7
1170,26,1924,30.2,5.9,1.3,15.7,83.9,95.3,228.5,312.4,232.0,106.0,152.3,0.0
1171,26,1925,2.0,0.0,6.0,52.2,111.8,353.5,433.7,429.9,201.5,201.8,4.8,10.7
1172,26,1926,34.8,11.3,83.2,34.1,59.2,71.7,296.5,565.3,288.9,88.1,0.0,2.6
1173,26,1927,3.0,27.2,8.1,12.6,51.6,241.8,454.5,431.5,181.0,92.2,22.1,0.0
1174,26,1928,4.6,4.6,6.3,62.8,68.8,266.7,468.8,266.1,226.5,208.0,1.7,0.6
1175,26,1929,18.0,18.8,4.5,25.0,37.8,193.4,525.0,423.4,190.9,185.7,0.0,15.3
1176,26,1930,0.2,12.1,9.9,33.4,38.0,177.5,357.5,333.7,287.5,50.5,143.1,2.7
1177,26,1931,7.4,36.8,20.7,18.6,44.3,108.0,239.9,511.0,197.0,233.4,59.5,0.4
1178,26,1932,0.2,34.0,9.9,26.9,67.4,116.5,474.7,271.0,246.3,57.3,136.0,0.0
1179,26,1933,17.8,57.4,7.9,25.5,136.5,288.6,404.8,448.6,294.7,138.1,20.0,11.1
1180,26,1934,0.1,1.4,4.2,11.0,21.0,230.6,371.8,425.4,300.1,102.6,17.4,3.3
1181,26,1935,1.1,10.2,12.4,42.1,16.2,135.5,531.3,212.8,237.8,17.5,0.1,2.3
1182,26,1936,16.8,42.9,11.7,7.9,155.3,477.6,360.1,384.9,247.3,154.4,11.5,5.5
1183,26,1937,0.0,89.0,28.4,66.9,64.9,235.2,430.6,290.0,285.8,75.5,0.8,0.3
1184,26,1938,11.0,16.8,14.0,14.5,119.6,229.6,267.2,339.8,226.4,179.0,23.7,0.0
1185,26,1939,8.1,10.9,34.9,26.3,19.1,196.9,411.9,410.1,242.1,181.2,19.3,2.8
1186,26,1940,0.0,35.3,70.1,29.1,133.1,286.2,532.6,395.9,133.3,58.3,3.3,10.5
1187,26,1941,28.3,1.4,8.2,14.5,62.3,288.2,356.5,272.4,186.0,155.9,61.5,0.1
1188,26,1942,4.7,18.6,2.5,37.6,29.6,156.8,423.8,379.8,256.4,62.7,75.4,0.1
1189,26,1943,63.9,4.1,11.9,68.9,54.6,200.3,413.3,382.9,294.7,71.8,20.1,0.0
1190,26,1944,35.1,72.9,75.3,46.7,32.9,121.9,491.4,415.9,151.5,155.9,8.7,0.0
1191,26,1945,20.3,4.7,0.1,50.6,58.0,152.6,387.1,270.3,405.9,176.1,2.5,10.4
1192,26,1946,0.0,2.6,5.2,104.2,83.7,249.7,345.5,399.2,248.0,143.2,33.3,0.3
1193,26,1947,21.8,19.3,14.7,17.3,38.5,210.9,341.5,374.9,173.3,127.1,10.3,61.3
1194,26,1948,14.0,36.1,13.5,28.5,60.7,164.8,289.4,312.4,257.6,82.5,74.2,0.2
1195,26,1949,0.9,3.1,8.7,35.1,78.1,140.7,248.9,307.1,303.1,222.1,1.1,0.0
1196,26,1950,0.0,21.2,69.7,7.7,49.4,199.4,326.9,327.4,197.9,55.1,138.1,0.0
1197,26,1951,2.2,0.0,89.7,37.1,48.0,172.5,339.1,349.5,165.5,155.6,37.1,0.0
1198,26,1952,0.3,9.5,26.2,53.2,44.4,187.1,356.4,352.0,307.9,176.6,2.2,1.1
1199,26,1953,39.9,5.9,0.2,13.8,23.7,182.8,318.9,512.1,231.5,59.2,49.8,0.0
1200,26,1954,0.6,6.2,8.6,19.2,50.2,163.2,211.7,271.9,344.0,118.2,0.0,14.2
1201,26,1955,0.1,0.2,8.4,29.6,76.5,201.7,238.0,355.9,371.4,262.7,52.3,0.3
1202,26,1956,1.4,37.9,18.2,11.9,118.1,345.2,470.0,434.5,249.8,191.7,6.7,0.0
1203,26,1957,12.3,26.6,30.4,12.4,33.6,153.5,349.2,415.4,194.5,49.5,0.1,0.0
1204,26,1958,11.5,42.8,16.0,32.8,39.0,125.2,404.1,319.1,364.2,217.4,51.8,0.1
1205,26,1959,28.5,2.4,2.7,22.2,47.1,202.7,357.4,341.6,316.5,170.5,1.5,2.7
1206,26,1960,5.4,0.8,51.6,12.4,42.7,211.4,444.1,461.7,214.6,130.8,3.6,13.9
1207,26,1961,15.9,116.2,3.2,15.9,59.7,324.8,406.2,327.9,483.2,178.2,11.3,2.7
1208,26,1962,8.3,5.1,19.8,35.9,34.1,192.7,379.0,263.2,237.3,164.0,2.5,4.7
1209,26,1963,0.2,6.9,9.1,47.0,90.0,218.7,310.6,361.9,306.9,204.9,3.9,2.0
1210,26,1964,1.7,28.3,11.9,33.2,48.8,142.5,372.4,427.9,195.5,84.1,8.2,0.0
1211,26,1965,10.6,17.3,59.1,37.9,37.6,123.1,392.9,187.3,222.9,83.9,1.0,1.0
1212,26,1966,49.9,3.6,0.9,28.0,37.9,306.3,340.2,211.0,155.9,78.9,63.4,10.9
1213,26,1967,70.9,0.4,87.7,40.9,25.7,233.3,315.3,340.7,281.8,18.3,1.8,10.7
1214,26,1968,33.4,29.7,20.7,26.5,45.7,186.7,311.6,335.4,236.6,191.6,45.5,0.7
1215,26,1969,0.7,1.0,4.0,27.3,80.7,158.6,432.5,293.5,197.7,41.8,38.9,6.4
1216,26,1970,4.6,27.5,47.2,32.3,60.8,307.9,307.8,348.8,205.9,66.9,2.4,0.2
1217,26,1971,16.1,23.5,1.9,76.9,82.2,290.8,290.9,411.0,171.5,229.9,2.1,0.0
1218,26,1972,0.0,22.0,2.6,25.9,16.3,133.9,333.9,383.4,282.7,83.1,40.9,0.3
1219,26,1973,1.7,5.7,33.4,8.7,67.5,103.2,434.9,380.9,266.5,244.7,13.3,13.0
1220,26,1974,0.0,1.3,27.4,12.1,44.8,128.9,223.3,306.5,131.7,103.0,8.0,0.0
1221,26,1975,1.8,17.7,21.5,18.2,18.4,193.3,279.5,437.0,251.7,135.1,17.5,0.3
1222,26,1976,0.0,10.1,10.5,25.9,57.9,108.1,347.8,374.1,172.6,36.8,32.8,2.4
1223,26,1977,4.9,5.0,5.4,50.7,124.9,181.4,355.4,335.7,256.6,61.5,87.0,9.4
1224,26,1978,4.0,31.0,45.3,28.7,37.4,183.5,336.2,462.1,199.0,80.1,21.8,9.8
1225,26,1979,6.7,14.9,3.2,22.7,25.1,198.5,240.2,251.8,171.7,46.5,7.3,7.4
1226,26,1980,10.8,9.2,41.7,23.2,59.9,325.5,367.6,228.1,302.1,86.6,3.0,5.2
1227,26,1981,25.8,13.6,67.1,45.7,85.0,189.2,238.3,348.1,257.1,18.8,0.4,6.5
1228,26,1982,5.5,32.3,80.1,51.8,38.2,191.4,223.2,466.4,129.8,33.8,6.1,0.0
1229,26,1983,1.9,55.0,22.1,47.6,67.6,153.0,273.1,379.5,324.6,100.7,2.0,5.0
1230,26,1984,9.3,6.7,3.4,46.0,34.6,302.6,369.5,422.3,127.3,55.4,0.0,0.3
1231,26,1985,24.2,35.0,4.7,16.4,52.9,195.4,305.7,460.9,335.2,175.8,1.1,0.0
1232,26,1986,25.8,35.8,12.6,41.9,74.5,291.7,348.7,301.8,183.0,134.9,92.2,17.0
1233,26,1987,10.6,3.6,18.4,30.3,55.3,112.3,338.8,190.3,150.2,83.9,102.3,1.7
1234,26,1988,0.1,49.4,23.7,55.1,58.9,247.9,286.1,268.6,252.5,63.0,1.6,0.0
1235,26,1989,0.0,0.1,12.9,5.0,81.2,332.5,271.7,369.9,196.1,28.6,0.0,1.7
1236,26,1990,0.4,50.0,89.8,57.3,178.1,237.2,282.9,371.4,260.7,245.6,130.7,1.0
1237,26,1991,20.0,2.8,21.8,29.6,36.2,149.5,458.5,439.0,181.5,93.5,32.9,7.3
1238,26,1992,6.1,16.9,1.7,16.1,66.0,177.2,394.9,385.1,191.8,63.7,9.9,0.0
1239,26,1993,0.0,1.3,11.4,56.1,82.2,257.5,328.5,327.0,287.9,88.7,7.5,0.0
1240,26,1994,4.1,28.6,6.2,48.1,46.3,299.4,474.0,463.9,292.6,69.1,12.3,0.1
1241,26,1995,50.1,17.6,21.1,23.6,293.0,112.3,322.6,316.6,202.7,149.7,103.4,1.3
1242,26,1996,14.6,10.1,11.7,28.1,28.6,211.9,264.8,319.4,113.2,49.9,8.4,0.9
1243,26,1997,17.9,5.3,31.9,77.8,33.0,197.6,303.4,479.9,234.6,37.0,27.4,58.8
1244,26,1998,31.5,28.3,52.4,43.4,53.4,176.4,277.6,203.5,277.3,139.6,73.8,0.0
1245,26,1999,0.1,0.7,0.9,3.2,164.8,222.9,270.2,325.9,266.4,215.4,13.9,0.0
1246,26,2000,0.9,33.3,1.1,21.3,74.7,233.7,272.3,273.6,158.0,26.6,1.6,0.1
1247,26,2001,0.4,1.4,32.3,28.7,71.0,336.1,584.2,380.9,132.0,86.8,18.7,0.0
1248,26,2002,11.7,0.2,13.1,25.1,67.5,182.4,170.2,371.2,206.5,47.1,7.8,0.0
1249,26,2003,0.1,16.2,21.6,24.7,22.6,178.9,367.5,425.1,264.3,287.4,11.0,28.8
1250,26,2004,6.8,8.0,6.4,49.2,29.7,216.4,328.0,346.4,148.1,149.6,1.8,0.0
